index,Topic_0,Topic_1,Topic_2,Topic_3,signal,month,net_change
stay,2.0532265661845982e-05,0.0007801917864387803,0.0003849697472688071,0.001558094032903684,positive,10-2021,7.0
rob,2.0526662263938814e-05,1.702449860303839e-05,1.6800200961141545e-05,0.0011590904239227992,positive,10-2021,7.0
keith,2.049514167118794e-05,1.7007308182073602e-05,0.00020044077159143335,0.0010739193138075737,positive,10-2021,7.0
add,2.0494358387839405e-05,0.003949318864627194,0.002370148343593466,0.001114520915123722,positive,10-2021,7.0
channel,2.047833081022033e-05,0.0051407414655465795,0.0013856800840813179,1.4678854132017066e-05,positive,10-2021,7.0
government,2.0474920135972912e-05,1.703418742506095e-05,0.0005613901622270716,0.0019827183573272386,positive,10-2021,7.0
competitor,2.0473637342389773e-05,0.001197744093973348,1.7081202408879355e-05,0.0003013639382180873,positive,10-2021,7.0
recent,2.046882923364566e-05,0.0004294817131566966,0.001524380390615981,0.0010257009869218212,positive,10-2021,7.0
particular,2.04667638418535e-05,0.00031257253083296266,0.0008407274431648037,0.001422153249825286,positive,10-2021,7.0
recover,2.0465615220762868e-05,1.7084202874036832e-05,0.0014734917122602054,0.0007027956612655987,positive,10-2021,7.0
relationship,2.0459994704792508e-05,0.0008260385336028553,1.6964633901435875e-05,0.0005449187230209343,positive,10-2021,7.0
guidance,2.043692357028779e-05,1.710730429795555e-05,0.0030280365843351805,0.0012367771575789235,positive,10-2021,7.0
hand,2.0434499872038643e-05,0.001063635606178659,1.68150708847003e-05,0.0004868688339030155,positive,10-2021,7.0
globally,2.0431742490631798e-05,0.0009453653469122568,1.6873607301254183e-05,1.4356085470327538e-05,positive,10-2021,7.0
guide,2.042485475365793e-05,0.0006437892339737253,0.000208863605730985,0.00017761985646479091,positive,10-2021,7.0
refer,2.0423229052736933e-05,1.6893584472934493e-05,1.7180979282652228e-05,0.001803241639272723,positive,10-2021,7.0
comment,2.0423052260090272e-05,1.718567528378317e-05,0.0002549004079989973,0.006038471538353704,positive,10-2021,7.0
quite,2.041968238229278e-05,1.7255643045480918e-05,1.6989469037976027e-05,0.002375803735884179,positive,10-2021,7.0
demand,2.0417089385470093e-05,0.0020213925348823098,0.0025093605352598577,0.00492050981294538,positive,10-2021,7.0
advantage,2.041685903651114e-05,0.002212175447500002,1.6913863534032223e-05,1.448513793796163e-05,positive,10-2021,7.0
revenue,2.041639414340577e-05,0.00046507462793634273,0.011012829389773276,0.0008403823711694138,positive,10-2021,7.0
least,2.041550995492175e-05,0.00038132057498011044,0.0010180068567021134,0.0012841467669986477,positive,10-2021,7.0
topic,2.0411739649618952e-05,1.766613590052433e-05,0.0011883735009343085,1.5139238932384722e-05,positive,10-2021,7.0
q2,2.0408620722514585e-05,1.732938142038971e-05,0.002380080850853824,0.00021491504568501056,positive,10-2021,7.0
half,2.04072033865657e-05,1.743953955139984e-05,0.0033289019677282474,0.0014091588203948566,positive,10-2021,7.0
season,2.0405518819936217e-05,0.0002696824427098905,0.001330630550959793,0.0018993127373966225,positive,10-2021,7.0
prove,2.0405205328738856e-05,0.0013429737392430677,1.7156521000763754e-05,0.0003214376021170921,positive,10-2021,7.0
difference,2.03975515398534e-05,0.00017297083019233582,1.7112701602052685e-05,0.0011699226025359629,positive,10-2021,7.0
owner,2.0396803271610624e-05,0.001791451775589696,0.0006215701493328742,0.0011433903022396424,positive,10-2021,7.0
inflationary,2.039439306934206e-05,1.7029303332664124e-05,0.0030922929397008527,0.00032295617468641616,positive,10-2021,7.0
entire,2.0392337833976875e-05,0.0004318580501000443,0.0007708001159907688,0.00016382021352557254,positive,10-2021,7.0
response,2.0390789643853167e-05,0.0004785439931289011,1.6872407276778512e-05,0.000839561005203771,positive,10-2021,7.0
wait,2.038545596703515e-05,0.0006225382332286784,1.6850532084954384e-05,0.0006459555912933924,positive,10-2021,7.0
serve,2.0381384706849473e-05,0.002885015144237627,0.00035510746258060545,1.4553227618729753e-05,positive,10-2021,7.0
vega,2.0380820146883375e-05,1.725929065631259e-05,0.0002215337325730866,0.0017000693594160278,positive,10-2021,7.0
face,2.037943893497535e-05,1.7360668825328504e-05,0.0011491397406484447,0.0007647986719273174,positive,10-2021,7.0
job,2.0377053901300695e-05,0.001979756805798087,1.7251367944004046e-05,0.001428202118784795,positive,10-2021,7.0
dave,2.0376464688693824e-05,1.7206276209978586e-05,0.0011893627361281905,1.470981052190932e-05,positive,10-2021,7.0
canada,2.037324981484533e-05,0.002279927193185094,0.0016263849933983085,1.4650654893091876e-05,positive,10-2021,7.0
operation,2.037205618582437e-05,0.005248497907764239,0.0009435889127559899,1.4543796173528039e-05,positive,10-2021,7.0
frankly,2.0369963787142434e-05,0.0004641201326670674,1.7036211499280685e-05,0.0008516608927023011,positive,10-2021,7.0
premise,2.036963448728697e-05,0.0014258897995715386,0.0010489058442887066,1.4549936253384332e-05,positive,10-2021,7.0
true,2.0366373210614242e-05,0.0004254126582007104,1.726331940593291e-05,0.0008126876326867729,positive,10-2021,7.0
put,2.036341918006225e-05,0.0014374360729625588,1.7101738551836493e-05,0.004035611019312264,positive,10-2021,7.0
let,2.0361966579272673e-05,0.00019832534974586422,0.0010140090099632192,0.00351874154768974,positive,10-2021,7.0
profitability,2.0358573552411705e-05,0.0006653558255087831,1.7013853216134874e-05,0.0007527218777780393,positive,10-2021,7.0
hit,2.0358494039831425e-05,0.000738799102304468,0.0004614069690923969,0.0006689830867131507,positive,10-2021,7.0
able,2.0358326979796236e-05,0.004446016075045958,0.0008348486851244919,0.004724861756291563,positive,10-2021,7.0
standpoint,2.0356646778624825e-05,0.0008288103187297137,1.712453875197087e-05,0.003119670541691487,positive,10-2021,7.0
tims,2.0350415657697558e-05,0.0011992322493619505,0.0005192135396857342,1.463587985510685e-05,positive,10-2021,7.0
exceed,2.0349818063972277e-05,0.0009430667410794744,0.0016119776867529953,1.4598376227169491e-05,positive,10-2021,7.0
materially,2.0349084097394512e-05,1.6893452045198724e-05,1.7040533775931773e-05,0.0013738880121068266,positive,10-2021,7.0
mid,2.034738522402714e-05,0.0005124843827273866,0.0042870083585752105,0.001245400391904806,positive,10-2021,7.0
center,2.034451734086736e-05,0.0009856512382725498,0.0008990417529268202,1.4527591131538428e-05,positive,10-2021,7.0
story,2.034394513509284e-05,0.0004510108548543224,1.68955296571577e-05,0.0005049710508420963,positive,10-2021,7.0
message,2.034225544879102e-05,0.0010295218812474488,1.6938561086529898e-05,1.4627498952332132e-05,positive,10-2021,7.0
short,2.03409870529087e-05,0.0021986270622091106,1.7017438011133375e-05,0.0008134006361224812,positive,10-2021,7.0
uncertainty,2.0337395297033783e-05,1.7344444047960642e-05,0.00044129442519599127,0.0010828649405219843,positive,10-2021,7.0
gaming,2.0336830762843483e-05,0.0038626002010196275,1.683740756178532e-05,0.0006202763920004771,positive,10-2021,7.0
remember,2.0333107464036042e-05,0.00042375879302588144,1.7153514488938096e-05,0.0005994435198147611,positive,10-2021,7.0
november,2.0332107224293613e-05,0.00032939822022426824,0.0020050971100586627,0.0006285896801460069,positive,10-2021,7.0
certain,2.0328444981415375e-05,0.0004469017631710315,0.0015163347789755633,0.0013042591543583014,positive,10-2021,7.0
driven,2.032597140782235e-05,0.0005478232317031802,0.0005778588510444857,1.5557456563638763e-05,positive,10-2021,7.0
likely,2.0322395688537257e-05,1.712013907865118e-05,0.0007605975667606751,0.0007388500926524718,positive,10-2021,7.0
california,2.0322349131198977e-05,1.7126363920329637e-05,0.0020280464604013576,1.4608911523389122e-05,positive,10-2021,7.0
small,2.031955764101421e-05,0.0005693733477653411,0.000227033409244301,0.0020149485942106303,positive,10-2021,7.0
bill,2.0316957600929125e-05,0.0010121844292507289,0.0009558850865341765,1.511347903152928e-05,positive,10-2021,7.0
voi,2.031623686684027e-05,0.00023127567497594539,0.0007247955186999365,1.5216023650519998e-05,positive,10-2021,7.0
huge,2.0309556318634834e-05,0.0004705534488182334,1.7074302516661613e-05,0.00048828020447291983,positive,10-2021,7.0
real,2.030832652924035e-05,0.0022161213462472645,0.0004908444788995082,0.001396263473220129,positive,10-2021,7.0
membership,2.0307964848220834e-05,0.0011684856822242063,1.791771899546414e-05,0.00018239104693936487,positive,10-2021,7.0
hear,2.0305500271575254e-05,0.0005089658797037788,1.70789631825789e-05,0.0030328862477901316,positive,10-2021,7.0
travel,2.0298949718421962e-05,0.002172293459719846,0.0036387431103846817,0.0026114164796946526,positive,10-2021,7.0
side,2.0295325956547897e-05,1.7217345034200675e-05,1.7118204783479502e-05,0.006957439045623877,positive,10-2021,7.0
trajectory,2.0291048595107924e-05,1.708037726712329e-05,1.720411403779606e-05,0.0010156924983576261,positive,10-2021,7.0
direction,2.0290690273944466e-05,0.00011736031845172993,1.7186495896296694e-05,0.0007875413742321114,positive,10-2021,7.0
beef,2.029040430957547e-05,1.721501239168043e-05,0.0008750798816748279,0.0002115181377600406,positive,10-2021,7.0
july,2.029005581767165e-05,1.7264069695341982e-05,0.0028664517719507085,1.4545541200050363e-05,positive,10-2021,7.0
service,2.028962033633226e-05,0.0029708270299145505,0.0011933566927548164,0.0012306356958596957,positive,10-2021,7.0
typical,2.0285739960141398e-05,1.7024341231877368e-05,0.0009163453921830702,0.00010486186008941382,positive,10-2021,7.0
show,2.0284840105375363e-05,0.0008184947948338562,0.001304140011992614,0.0015284684952053464,positive,10-2021,7.0
suite,2.0284372940624523e-05,0.0008688628903533262,1.679149289156596e-05,0.00022254672883413788,positive,10-2021,7.0
several,2.0279240957033125e-05,0.002962578606351762,0.0011696545865354019,0.0006851685003801217,positive,10-2021,7.0
comp,2.0277589342477576e-05,1.7078127513477924e-05,0.008316507718189621,1.45475493455885e-05,positive,10-2021,7.0
way,2.0275970630753e-05,0.0032742864161777996,1.7003273058588805e-05,0.0071321751232686775,positive,10-2021,7.0
happen,2.0274254482729617e-05,0.0003984180878575019,1.699717722588768e-05,0.004773192465484539,positive,10-2021,7.0
spend,2.027416209065605e-05,0.0027961291680245544,0.001640913888969727,0.0024999203656822654,positive,10-2021,7.0
flat,2.0269750595553504e-05,1.7179787221913514e-05,0.0010219713912251534,1.4555893296960076e-05,positive,10-2021,7.0
versus,2.0266779607755267e-05,1.7223037370992952e-05,0.008646836126227932,0.0038844868762687545,positive,10-2021,7.0
change,2.0266580252847577e-05,0.0011951944593725711,0.0023821737051349804,0.00644532322317451,positive,10-2021,7.0
room,2.0264785621181795e-05,0.003153490534120841,0.004112967109778922,1.4770771488439394e-05,positive,10-2021,7.0
higher,2.0264146921613257e-05,1.7202928445906327e-05,0.0015248056713078426,0.00037267601444069566,positive,10-2021,7.0
review,2.0255499271144235e-05,1.734353851170022e-05,0.0010219151721186693,1.447539352789124e-05,positive,10-2021,7.0
late,2.0253527059069237e-05,1.7308328919090543e-05,0.0027176101279802866,0.0009290850582537247,positive,10-2021,7.0
carryout,2.0253317865617522e-05,0.001366920606332962,1.7142238347367914e-05,1.491216714354294e-05,positive,10-2021,7.0
assume,2.025040405349951e-05,1.7012086063589038e-05,0.0008144816120532229,0.0012656891389401883,positive,10-2021,7.0
royalty,2.0250252861137788e-05,1.694620011993509e-05,0.001022178579789378,1.4591034250138607e-05,positive,10-2021,7.0
ground,2.025023981310981e-05,0.0007657958145764799,1.7126669475242572e-05,0.0010255166757507572,positive,10-2021,7.0
expense,2.024943542925618e-05,1.7042249440050284e-05,0.005717378935116298,1.4566906045224576e-05,positive,10-2021,7.0
transition,2.0248785354093783e-05,0.0008166704952156997,0.0005639569209121767,1.4389182951955473e-05,positive,10-2021,7.0
concern,2.0247458077908214e-05,1.697981565080638e-05,1.7804165160626814e-05,0.0011584725665646535,positive,10-2021,7.0
comparable,2.024672956582248e-05,1.7052251153533272e-05,0.005298229652036901,1.4499792763184105e-05,positive,10-2021,7.0
engagement,2.024602860529772e-05,0.0021280182553982297,1.681197273296163e-05,1.4433669191938408e-05,positive,10-2021,7.0
stage,2.0245897313283877e-05,0.001507511818611966,1.6911033500096863e-05,0.000755013350743826,positive,10-2021,7.0
type,2.0243498873996704e-05,0.0008074247064974355,0.0006556377603421519,1.553790144530709e-05,positive,10-2021,7.0
mix,2.0242109006875382e-05,0.0015034963835104786,0.003151242945510343,1.5131242072968709e-05,positive,10-2021,7.0
exit,2.024114009109996e-05,0.00028047636478853064,0.00030904379505243643,0.00032854873530197985,positive,10-2021,7.0
different,2.023980511377415e-05,0.0003671130538974611,1.6985108931901362e-05,0.005658814042164599,positive,10-2021,7.0
relevant,2.0238098913278313e-05,0.0009309258535413442,0.0003222020702888701,0.0001239770537072553,positive,10-2021,7.0
thought,2.023520139588099e-05,0.00033167704599232665,1.69273384310361e-05,0.0031117369731673487,positive,10-2021,7.0
obviously,2.023130192194796e-05,0.00043901547034935426,1.7061324117589482e-05,0.011110080536891198,positive,10-2021,7.0
metric,2.0230898237150717e-05,0.00048212623246689327,0.0005354547423893142,0.0010381542555802728,positive,10-2021,7.0
player,2.0230755299510714e-05,0.0013026110749897349,1.686581739159542e-05,0.0002844325863031637,positive,10-2021,7.0
people,2.0229529037198105e-05,0.004915008354734063,1.693167791223975e-05,0.007889337180054789,positive,10-2021,7.0
difficult,2.0228905441398046e-05,1.724869479304811e-05,0.0004953253965075855,0.0006073644101838862,positive,10-2021,7.0
state,2.022881932608266e-05,0.003112158757980074,1.7028120010427167e-05,0.000683513604492746,positive,10-2021,7.0
early,2.0226985193078918e-05,0.0033324859502462563,0.0009386964172894286,0.0037187598945903344,positive,10-2021,7.0
require,2.0226384807033324e-05,0.00042611626924638895,1.6983810673257212e-05,0.000884018826599417,positive,10-2021,7.0
need,2.022574909604448e-05,0.002545311860374702,1.7208673634869432e-05,0.005459055529430541,positive,10-2021,7.0
ultimately,2.0224411539401266e-05,0.001279619969783849,1.7379690941856427e-05,0.0008761870404642449,positive,10-2021,7.0
speak,2.0222728437140303e-05,0.00024386484351657478,0.00034209818393405634,0.0020494776326853534,positive,10-2021,7.0
area,2.0220537627264962e-05,0.0073644559960929085,1.7076657738401115e-05,1.4611950955630066e-05,positive,10-2021,7.0
else,2.0219059972878823e-05,0.00016269166144972726,1.6942636928876487e-05,0.0009641449802300639,positive,10-2021,7.0
john,2.0216205919802857e-05,1.6967576541129845e-05,0.0002633707829385711,0.0018794775880862924,positive,10-2021,7.0
top,2.021591618222674e-05,0.0020196956123409125,0.002471637305435029,1.4739761995169754e-05,positive,10-2021,7.0
united,2.0214987811866795e-05,0.0007038375038106069,1.6899670288668413e-05,0.0003623691359338414,positive,10-2021,7.0
could,2.021479526402902e-05,0.000161829184997531,1.7004455268004653e-05,0.011703005232008803,positive,10-2021,7.0
conference,2.0212654069483564e-05,1.698252551925447e-05,0.000992542230487943,0.0011137094320113805,positive,10-2021,7.0
domestic,2.021247975925125e-05,1.761302948866298e-05,0.0015246207555065462,1.4584309452747113e-05,positive,10-2021,7.0
bet,2.0211800792058403e-05,0.0011651810146193345,1.6769025461121145e-05,0.0001146541797710711,positive,10-2021,7.0
cheryl,2.0210699786632156e-05,1.696478745550041e-05,0.0003560388869536586,0.0005117804193999702,positive,10-2021,7.0
digital,2.0209507106172567e-05,0.01598017193329309,1.6944599789588183e-05,1.4578219966161666e-05,positive,10-2021,7.0
fairly,2.0209193799349218e-05,1.691793157168317e-05,1.6978523018682162e-05,0.0008729061393151879,positive,10-2021,7.0
pick,2.0208967115840143e-05,0.0001908658171311567,0.0002925599702357772,0.000991297103383454,positive,10-2021,7.0
volatility,2.020830614550577e-05,1.7011098107934378e-05,0.000726246373397383,0.000267239609453052,positive,10-2021,7.0
urban,2.0207042928292297e-05,0.000574071200040079,0.000888393381675849,1.4607570378276185e-05,positive,10-2021,7.0
slightly,2.020501968047198e-05,0.00028015491163177665,0.000928658887501356,1.4570074974021975e-05,positive,10-2021,7.0
training,2.0201624904002312e-05,0.0015930199889719813,0.00046389212258996887,1.458063092148587e-05,positive,10-2021,7.0
lap,2.0200029906401357e-05,1.7076656376315822e-05,0.002363703765350246,1.4499291387512743e-05,positive,10-2021,7.0
design,2.019978225664333e-05,0.001283467442942182,1.680901656186819e-05,1.4376883203330765e-05,positive,10-2021,7.0
innovation,2.0198929331272702e-05,0.0028037734828382493,1.683993837109214e-05,1.4420816589568543e-05,positive,10-2021,7.0
hope,2.0195051903623183e-05,1.811795893172584e-05,0.000741871906888845,0.00039614537300031015,positive,10-2021,7.0
answer,2.0194867214273032e-05,1.7240725105639487e-05,1.683473631408116e-05,0.0016602321255375424,positive,10-2021,7.0
live,2.01946820933875e-05,0.001649212395102402,1.6991939538881472e-05,0.000276945808465997,positive,10-2021,7.0
feel,2.0194616725942508e-05,0.0018320852523852555,1.7006481617864448e-05,0.005777383319259829,positive,10-2021,7.0
encouraging,2.0193916976262606e-05,0.0004367790417650721,0.0005208668451761876,1.5251812593525373e-05,positive,10-2021,7.0
underlying,2.0193581929178122e-05,0.00010111667041693091,0.00039446970298817857,0.000407658090595858,positive,10-2021,7.0
nice,2.0192389999021937e-05,0.0005477767439765865,1.7149096401086015e-05,0.00099555436818912,positive,10-2021,7.0
context,2.0190815308971443e-05,1.7055295046314402e-05,0.0003404906557672964,0.0006681691953644,positive,10-2021,7.0
currently,2.019033647367411e-05,0.000441953568296635,0.0009712686315148762,0.00027059677305023224,positive,10-2021,7.0
example,2.018902754481231e-05,0.003259014354696145,1.7018288225851974e-05,0.00012955837564431637,positive,10-2021,7.0
absolutely,2.0188188622825554e-05,0.00015339837210062764,1.6840322926134507e-05,0.0010437188582562184,positive,10-2021,7.0
reason,2.0186292761979315e-05,0.0008814388463686118,1.7363055294736004e-05,0.0018579917133633717,positive,10-2021,7.0
everything,2.0185497154929384e-05,0.00014419650243859756,1.7402801849322086e-05,0.0017669180439510456,positive,10-2021,7.0
case,2.0181506586688856e-05,0.0009234251354700469,0.0015752352690022267,0.0004922653992190584,positive,10-2021,7.0
offset,2.018051107595492e-05,1.711969017657364e-05,0.004543579104006664,1.4536617563060099e-05,positive,10-2021,7.0
retention,2.0179995038780407e-05,0.0006069505732462,0.001526504255035428,1.4630720798902465e-05,positive,10-2021,7.0
order,2.0179494955565507e-05,0.0041558883811582585,0.0017137277515197821,0.00013997008346818438,positive,10-2021,7.0
piece,2.0175954014445106e-05,0.0003379729804660487,1.708315402064191e-05,0.002104080629065754,positive,10-2021,7.0
mike,2.0173954356035403e-05,0.0007650877623281231,1.7207636800710124e-05,0.0007397512522942157,positive,10-2021,7.0
hotel,2.0173333378256958e-05,0.002605492955278778,0.0003101012266533779,0.0008627382234412836,positive,10-2021,7.0
segment,2.016774285890369e-05,0.0010197890444808416,0.003964048576204696,0.0017356126184402524,positive,10-2021,7.0
sure,2.0162064779887632e-05,0.0005425210485968835,1.7006748347205807e-05,0.00808735029940455,positive,10-2021,7.0
evolve,2.0161254008609606e-05,0.0007059065100898803,1.7351308628380065e-05,0.0005034444581990488,positive,10-2021,7.0
process,2.016044076456387e-05,0.0015544988989031183,0.00023182440365563593,0.0021782749476765896,positive,10-2021,7.0
occur,2.015986665338602e-05,0.0003260887010512624,1.7503446338300587e-05,0.0008252242423449511,positive,10-2021,7.0
perfect,2.015859503774623e-05,0.00018385999517202484,0.0001240227901013928,0.0009979960928401808,positive,10-2021,7.0
staff,2.0158490263150815e-05,0.0013100455359412073,0.0037081677471561534,0.003426202131149023,positive,10-2021,7.0
certainly,2.0158302271252434e-05,0.0003493444124319592,1.7102861379709517e-05,0.005673831852395393,positive,10-2021,7.0
gap,2.0158251668593733e-05,1.7311692494299565e-05,0.0011893782899789953,1.4764652700503657e-05,positive,10-2021,7.0
shift,2.0156134635411077e-05,0.0002704848790891754,0.002888909251220657,0.0017137263544152151,positive,10-2021,7.0
dollar,2.015516833120001e-05,1.728848848667986e-05,0.0012715024118254536,0.00044578221399229267,positive,10-2021,7.0
singapore,2.0155091109862055e-05,1.6927907859956688e-05,1.6778729293741063e-05,0.0018037494917694744,positive,10-2021,7.0
fund,2.0153519231944382e-05,0.0006131543603906329,0.0011012569725485882,1.4537917327282369e-05,positive,10-2021,7.0
ebitdar,2.0153182546897928e-05,1.7120727370654486e-05,0.0015253921439751128,1.4385714232461587e-05,positive,10-2021,7.0
section,2.0152716493699392e-05,0.00022140993575723677,1.7126275030204355e-05,0.0008426824399411019,positive,10-2021,7.0
bubbas,2.0150396386826833e-05,1.69136073009641e-05,0.0010218831710698045,1.494294230748927e-05,positive,10-2021,7.0
fresh,2.0146303418850185e-05,0.0010820778145080362,0.0005518865721643259,1.459079081235864e-05,positive,10-2021,7.0
building,2.0145415253641962e-05,0.0015762775667874966,1.7004128448344834e-05,0.0006251371728168129,positive,10-2021,7.0
bring,2.0140126211040876e-05,0.0034423395125309612,1.751024198093666e-05,0.001047617132173863,positive,10-2021,7.0
sequential,2.0139366244922713e-05,1.7206866516213032e-05,0.001525238454047675,1.4453902202250402e-05,positive,10-2021,7.0
away,2.0137400270160967e-05,0.0012035595969487798,1.708754485677433e-05,0.0008693751970772715,positive,10-2021,7.0
operated,2.0134845855877434e-05,1.7157356946720992e-05,0.0013575787478011872,1.447488366254953e-05,positive,10-2021,7.0
final,2.013422964573651e-05,0.0005544097275036763,0.0006563747002659631,1.4662870705484288e-05,positive,10-2021,7.0
lot,2.0131656026627187e-05,0.0014385247468136542,1.694389517131927e-05,0.012339182087819226,positive,10-2021,7.0
associate,2.0131252894750105e-05,0.00026264852813054747,0.0011134493753872064,1.4858179916170142e-05,positive,10-2021,7.0
fair,2.013046475110629e-05,0.00021013029550741332,1.707345240827811e-05,0.0017829456601438703,positive,10-2021,7.0
quick,2.012919851811715e-05,1.820617624472857e-05,1.7010830881245345e-05,0.0017308987666120425,positive,10-2021,7.0
conversation,2.012808121609091e-05,1.723261716146601e-05,1.6841741605004135e-05,0.0014455176304213084,positive,10-2021,7.0
reference,2.0127967751436146e-05,1.7447647476118298e-05,0.0003717905073744969,0.0009275089651793034,positive,10-2021,7.0
appropriate,2.0126304458611154e-05,1.711971628993312e-05,1.703586345534624e-05,0.0008727459757055399,positive,10-2021,7.0
format,2.0125808785357793e-05,0.0013728581126586173,0.00034722793805951426,1.4489078907372748e-05,positive,10-2021,7.0
play,2.0125656849625812e-05,0.0008129143716845133,1.7059314613356303e-05,0.001916371663259968,positive,10-2021,7.0
risk,2.0125495320260737e-05,0.00021080686556952755,1.722848856807858e-05,0.0026412977747172894,positive,10-2021,7.0
contain,2.012264625899756e-05,1.6986522534629562e-05,0.00011403927150717599,0.0007900378970671924,positive,10-2021,7.0
offer,2.0122553117854366e-05,0.0035639235941791734,1.6847711900024794e-05,1.4506618741214338e-05,positive,10-2021,7.0
week,2.0122509762930647e-05,0.0023666624062103356,0.006700835899253982,0.0017652006833260266,positive,10-2021,7.0
timing,2.0122485396920826e-05,1.7083234751182264e-05,0.0013406357299439741,0.0011028308366225709,positive,10-2021,7.0
prepared,2.01218428607455e-05,0.00025429957290602583,1.7077697332640426e-05,0.0022466282917537267,positive,10-2021,7.0
chicken,2.0120592064573357e-05,0.0024657129832330598,1.7145784027261936e-05,1.438269189001344e-05,positive,10-2021,7.0
roll,2.0117781533657703e-05,0.0005101077949610656,0.0019466507094161958,0.0005970774085408226,positive,10-2021,7.0
sandwich,2.0116972067858433e-05,0.001367783363569458,1.6984474033374503e-05,1.4414042742915448e-05,positive,10-2021,7.0
pretty,2.011411577786372e-05,1.711274212921743e-05,1.7109854637332073e-05,0.00545432053728959,positive,10-2021,7.0
quickly,2.011357304443706e-05,0.0011878626011537202,1.7386996183476176e-05,0.0005960890186524636,positive,10-2021,7.0
reopen,2.0112799820270645e-05,0.0011651591039057456,0.0005575954559760421,0.0007983806618117464,positive,10-2021,7.0
old,2.011004638193148e-05,0.000946468879874062,1.7348611622041466e-05,0.0002995988152426978,positive,10-2021,7.0
implement,2.0107627226953982e-05,0.0007599006442384313,0.0012069344837122382,1.4732339670054233e-05,positive,10-2021,7.0
peak,2.0106537205208073e-05,1.7095617518753086e-05,0.00125112166678649,0.00032020657242502775,positive,10-2021,7.0
ready,2.010621915711085e-05,0.0009775686754957345,0.0004002888028430723,0.000590571561679228,positive,10-2021,7.0
inflation,2.0105991344299834e-05,1.7023311297509596e-05,0.005861500505392829,0.0031846739123991843,positive,10-2021,7.0
potentially,2.0102887633574798e-05,1.709089053035307e-05,1.705333449692268e-05,0.0014454752661732194,positive,10-2021,7.0
normal,2.0102468464494733e-05,0.0002418521542946995,0.000792984183683746,0.0017378818934298626,positive,10-2021,7.0
yet,2.0102280038302878e-05,0.0012374986034237795,1.6932369634364756e-05,0.0011987078541531102,positive,10-2021,7.0
behind,2.0101143522696236e-05,0.0011281413024020355,0.0007734703794167615,0.00035909282434576486,positive,10-2021,7.0
dine,2.01010358290492e-05,0.0012214946576322053,0.0004969868628433125,1.4925295247889754e-05,positive,10-2021,7.0
marketing,2.0100621520343225e-05,0.007110687683998911,0.001107484280616973,1.4640894520226485e-05,positive,10-2021,7.0
macao,2.009984046624772e-05,1.7009052983658035e-05,1.67709921783643e-05,0.0037365994103961075,positive,10-2021,7.0
offering,2.009957366574745e-05,0.002466004969270189,1.6867355790568976e-05,1.4388118947256369e-05,positive,10-2021,7.0
place,2.009803959696471e-05,0.002496838440812365,1.69319728653104e-05,0.0017778981211361046,positive,10-2021,7.0
rather,2.009729516551427e-05,0.00022956198009905354,1.6885144632081084e-05,0.0009791948964879126,positive,10-2021,7.0
cruise,2.009600731989754e-05,1.7028633983762407e-05,1.712444416780991e-05,0.0022329387390815783,positive,10-2021,7.0
whether,2.0095480066748313e-05,0.00022842758105995795,1.690771411890219e-05,0.003485713473031586,positive,10-2021,7.0
attract,2.0094258850411653e-05,0.0015367575197723568,1.7036071271400512e-05,1.4350677726105252e-05,positive,10-2021,7.0
enhance,2.009273038219697e-05,0.0029728267704967897,1.6866736919538138e-05,1.4371803355851972e-05,positive,10-2021,7.0
shortage,2.0091331780726344e-05,1.7022176476381113e-05,0.0011896367708309305,0.00044436478063270967,positive,10-2021,7.0
pricing,2.0091265791017377e-05,0.0003075778960942473,0.003919450176814116,0.005670411925997118,positive,10-2021,7.0
culture,2.0090820731381365e-05,0.002634728745819151,1.6936609595537743e-05,1.4511809772741387e-05,positive,10-2021,7.0
promotion,2.0087712491409993e-05,0.0017730864121374313,0.00020152500662366947,1.4477183534624336e-05,positive,10-2021,7.0
exchange,2.008528112781391e-05,0.0005458557714897646,0.0008627380415112457,0.0004184533665629933,positive,10-2021,7.0
less,2.0084565552191385e-05,1.753075598770425e-05,0.0014643454547699167,0.0022138464932490018,positive,10-2021,7.0
distribution,2.0083949919151267e-05,1.7466161180646323e-05,0.0014028671130031345,0.00019034528408921883,positive,10-2021,7.0
love,2.008344777355549e-05,0.0008853557852138393,1.68813970664979e-05,0.001139278839146537,positive,10-2021,7.0
currency,2.008169076552326e-05,0.00026202652330397,0.0012813685180153105,1.5223844550430575e-05,positive,10-2021,7.0
platform,2.0081608587990515e-05,0.003817147721924822,1.6961422455824675e-05,1.458648182708975e-05,positive,10-2021,7.0
fall,2.0080659292932145e-05,0.00041240483383354567,0.0005087377101941373,0.0008338140982153341,positive,10-2021,7.0
data,2.0079265009488616e-05,0.0020009993483287762,1.7187109106772397e-05,0.0009809409281271585,positive,10-2021,7.0
brian,2.0078360298632367e-05,0.00011656636367158302,0.0010903026696296037,1.529345399409561e-05,positive,10-2021,7.0
broadly,2.0075025774115637e-05,1.7220621764497277e-05,1.6940300177153225e-05,0.0020897726698861276,positive,10-2021,7.0
daypart,2.0073709046321957e-05,0.0007392160671863679,0.0007247520651534314,1.4458310903285295e-05,positive,10-2021,7.0
cost,2.0073044559720262e-05,1.7102274296816004e-05,0.01276936216370814,0.0038726323983064802,positive,10-2021,7.0
yes,2.007171291795667e-05,0.00026673440324395903,1.711962302016896e-05,0.015551431654365752,positive,10-2021,7.0
